"I.D. Faena";"N° Orden";"Fecha";"Clasifica";"Código";"Cuartel/Potrero";"Cultivo";"Variedad";"Faena";"Labor";"Total Faena";"Realizada";"Total Jornadas";"Trabajador";"Usuario Login";"Usuario";"Est.Fenologico";"Forma Pago";"Estado Faena"
"54.028";"54028";"13-10-2024";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.027";"54027";"13-10-2024";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.025";"54025";"13-10-2024";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.020";"54020";"13-10-2024";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.019";"54019";"13-10-2024";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.018";"54018";"13-10-2024";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"54.017";"54017";"13-10-2024";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Preflor";"Día Lab.";"Confirmada"
"53.997";"53997";"11-10-2024";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.996";"53996";"11-10-2024";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.995";"53995";"11-10-2024";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.994";"53994";"11-10-2024";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.965";"53965";"11-10-2024";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.964";"53964";"11-10-2024";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.963";"53963";"11-10-2024";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.962";"53962";"11-10-2024";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.012";"54012";"10-10-2024";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.011";"54011";"10-10-2024";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.010";"54010";"10-10-2024";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.009";"54009";"10-10-2024";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.008";"54008";"10-10-2024";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.007";"54007";"10-10-2024";"EEII";"EEII 2";"16 - Ha:4.900, Pl:8160";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.006";"54006";"10-10-2024";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.005";"54005";"10-10-2024";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.978";"53978";"10-10-2024";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.977";"53977";"10-10-2024";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"";"Día Lab.";"Confirmada"
"53.975";"53975";"10-10-2024";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.972";"53972";"10-10-2024";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Trato";"Confirmada"
"52.860";"52860";"08-10-2024";"EEI";"EEI 2";"12 - Ha:2.290, Pl:3814";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"52.859";"52859";"08-10-2024";"EEI";"EEI 2";"11 - Ha:4.070, Pl:6647";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"52.858";"52858";"08-10-2024";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.287";"50287";"08-10-2024";"EEI";"EEI 2";"14 - Ha:5.110, Pl:8360";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.284";"50284";"08-10-2024";"EEI";"EEI 2";"10 - Ha:1.640, Pl:2685";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.282";"50282";"08-10-2024";"EEI";"EEI 2";"12 - Ha:2.290, Pl:3814";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.281";"50281";"08-10-2024";"EEI";"EEI 2";"11 - Ha:4.070, Pl:6647";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.280";"50280";"08-10-2024";"EEI";"EEI 2";"6 - Ha:2.030, Pl:4418";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.279";"50279";"08-10-2024";"EEI";"EEI 2";"5 - Ha:4.580, Pl:7494";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.278";"50278";"08-10-2024";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"53.993";"53993";"07-10-2024";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.992";"53992";"07-10-2024";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Trato";"Confirmada"
"53.991";"53991";"07-10-2024";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.980";"53980";"07-10-2024";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.961";"53961";"07-10-2024";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.960";"53960";"07-10-2024";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.940";"53940";"07-10-2024";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.939";"53939";"07-10-2024";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"50.277";"50277";"07-10-2024";"EEI";"EEI 1";"9 - Ha:6.730, Pl:14642";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.276";"50276";"07-10-2024";"EEI";"EEI 1";"4 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.275";"50275";"07-10-2024";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"50.274";"50274";"07-10-2024";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brotación/Floración";"Día Lab.";"Confirmada"
"45.319";"869";"07-10-2024";"EEII";"";"Gral - Ha:94.110, Pl:0";"Gral";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.318";"869";"07-10-2024";"EEII";"EEII 1";"9 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.317";"869";"07-10-2024";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.316";"869";"07-10-2024";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.315";"869";"07-10-2024";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.314";"869";"07-10-2024";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.313";"869";"07-10-2024";"EEII";"EEII 1";"4 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.312";"869";"07-10-2024";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.311";"869";"07-10-2024";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.310";"869";"07-10-2024";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.309";"869";"07-10-2024";"EEII";"EEII 1";"2 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.308";"869";"07-10-2024";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.307";"869";"07-10-2024";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.306";"869";"07-10-2024";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.305";"869";"07-10-2024";"EEII";"EEII 2";"16 - Ha:4.900, Pl:8160";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.304";"869";"07-10-2024";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.303";"869";"07-10-2024";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.302";"869";"07-10-2024";"EEII";"EEII 1";"12 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.301";"869";"07-10-2024";"EEII";"EEII 1";"11 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.300";"869";"07-10-2024";"EEII";"EEII 1";"10 - Ha:5.540, Pl:12052";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.299";"869";"07-10-2024";"EEII";"EEII 1";"1 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"adminreset";"santiago";"";"Trato";"Pendiente"
"45.294";"45294";"07-10-2024";"EEII";"EEII 1";"3 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"leandro";"santiago";"Flor/Envero";"Trato";"Pendiente"
"35.192";"804";"07-10-2024";"EEIII";"EEIII 4";"45 - Ha:4.260, Pl:7100";"Gral";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.191";"804";"07-10-2024";"EEIII";"EEIII 4";"42 - Ha:4.230, Pl:7055";"Gral";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.190";"804";"07-10-2024";"EEIII";"EEIII 4";"39 - Ha:4.230, Pl:7055";"Gral";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.189";"804";"07-10-2024";"EEIII";"EEIII 3 B";"36 - Ha:4.320, Pl:7140";"Uva";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.188";"804";"07-10-2024";"EEIII";"EEIII 3 B";"33 - Ha:4.260, Pl:7056";"Uva";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.187";"804";"07-10-2024";"EEIII";"EEIII 3 B";"30 - Ha:4.320, Pl:7140";"Uva";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.186";"804";"07-10-2024";"EEIII";"EEIII 3 A";"27 - Ha:2.850, Pl:4648";"Uva";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.185";"804";"07-10-2024";"EEIII";"EEIII 3 A";"26 - Ha:2.800, Pl:4565";"Uva";"";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.184";"804";"07-10-2024";"EEIII";"EEIII 3 A";"22 - Ha:3.640, Pl:5986";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.183";"804";"07-10-2024";"EEI";"EEI 1";"4 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.182";"804";"07-10-2024";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.181";"804";"07-10-2024";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"35.180";"804";"07-10-2024";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"santiago";"";"Trato";"Pendiente"
"54.004";"54004";"06-10-2024";"EEII";"EEII 2";"21 - Ha:3.190, Pl:5211";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.003";"54003";"06-10-2024";"EEII";"EEII 2";"20 - Ha:4.680, Pl:7659";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.002";"54002";"06-10-2024";"EEII";"EEII 2";"19 - Ha:3.590, Pl:5867";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"54.001";"54001";"06-10-2024";"EEII";"EEII 2";"18 - Ha:2.120, Pl:3460";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Trato";"Confirmada"
"54.000";"54000";"06-10-2024";"EEII";"EEII 2";"17 - Ha:3.430, Pl:7544";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.999";"53999";"06-10-2024";"EEII";"EEII 2";"15 - Ha:3.440, Pl:5619";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.998";"53998";"06-10-2024";"EEII";"EEII 2";"14 - Ha:2.280, Pl:3726";"Uva";"Fiesta";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.971";"53971";"06-10-2024";"EEII";"EEII 1";"8 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.970";"53970";"06-10-2024";"EEII";"EEII 1";"7 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.969";"53969";"06-10-2024";"EEII";"EEII 1";"6 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"53.966";"53966";"06-10-2024";"EEII";"EEII 1";"5 - Ha:5.540, Pl:12052";"Uva";"Selma";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"natalia";"natalia";"Brote 60 cm";"Día Lab.";"Confirmada"
"38.088";"834";"10-03-2024";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.087";"834";"10-03-2024";"EEI";"EEI 2";"14 - Ha:5.110, Pl:8360";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.086";"834";"10-03-2024";"EEI";"EEI 2";"12 - Ha:2.290, Pl:3814";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.085";"834";"10-03-2024";"EEI";"EEI 2";"11 - Ha:4.070, Pl:6647";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.084";"834";"10-03-2024";"EEI";"EEI 2";"10 - Ha:1.640, Pl:2685";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.083";"833";"10-03-2024";"EEI";"EEI 2";"6 - Ha:2.030, Pl:4418";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.082";"833";"10-03-2024";"EEI";"EEI 2";"5 - Ha:4.580, Pl:7494";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.081";"833";"10-03-2024";"EEI";"EEI 2";"3 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.080";"833";"10-03-2024";"EEI";"EEI 2";"12 - Ha:2.290, Pl:3814";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.079";"833";"10-03-2024";"EEI";"EEI 2";"11 - Ha:4.070, Pl:6647";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.078";"832";"10-03-2024";"EEI";"EEI 1";"9 - Ha:6.730, Pl:14642";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.077";"832";"10-03-2024";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.076";"832";"10-03-2024";"EEI";"EEI 1";"4 - Ha:6.310, Pl:13708";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.075";"832";"10-03-2024";"EEI";"EEI 1";"2 - Ha:2.850, Pl:6237";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.074";"832";"10-03-2024";"EEI";"EEI 1";"1 - Ha:3.130, Pl:6808";"Uva";"Flame";"APLICACIONES";"FERTILIZACION";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.073";"831";"10-03-2024";"EEI";"EEI 1";"8 - Ha:4.830, Pl:10585";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
"38.072";"831";"10-03-2024";"EEI";"EEI 1";"7 - Ha:6.010, Pl:13050";"Uva";"Flame";"APLICACIONES";"";"$ 0,0";"";"0,00";"";"marcelo";"";"";"Trato";"Pendiente"
